MAS: Financial Database - Exchange Rates

Exchange Rates (Daily)
Jan 2013 to Apr 2026


End of Period,,,S$ Per Unit of Euro,S$ Per Unit of Pound Sterling,S$ Per Unit of US Dollar,S$ Per 100 Units of Australian Dollar,S$ Per 100 Units of Canadian Dollar,S$ Per 100 Units of Chinese Renminbi,S$ Per 100 Units of Hong Kong Dollar,S$ Per 100 Units of Indian Rupee,S$ Per 100 Units of Indonesian Rupiah,S$ Per 100 Units of Japanese Yen,S$ Per 100 Units of Korean Won,S$ Per 100 Units of Malaysian Ringgit,S$ Per 100 Units of New Taiwan Dollar,S$ Per 100 Units of New Zealand Dollar,S$ Per 100 Units of Philippine Peso,S$ Per 100 Units of Qatar Riyal,S$ Per 100 Units of Saudi Arabia Riyal,S$ Per 100 Units of Swiss Franc,S$ Per 100 Units of Thai Baht,S$ Per 100 Units of UAE Dirham,S$ Per 100 Units of Vietnamese Dong
,,19,1.6077,1.8084,1.3291,102.51,104.45,20.49,17.14,1.8165,0.009446,1.2779,0.1207,32.81,4.7431,94.82,2.7651,36.50,35.44,149.22,4.4259,36.18,0.005761
,,20,1.6104,1.8103,1.3261,102.36,104.35,20.50,17.11,1.8136,0.009431,1.2778,0.1206,32.76,4.7356,94.53,2.7602,36.42,35.36,149.38,4.4231,36.10,0.005747
,,21,1.6058,1.8111,1.3238,102.94,104.94,20.49,17.08,1.8148,0.009445,1.2790,0.1204,32.84,4.7333,95.43,2.7552,36.36,35.29,148.95,4.4221,36.04,0.005737
,,22,1.6123,1.8165,1.3244,102.56,104.54,20.48,17.08,1.8137,0.009429,1.2790,0.1201,32.80,4.7339,95.27,2.7552,36.37,35.31,149.64,4.4160,36.05,0.005740
,,25,1.6148,1.8172,1.3263,102.56,104.39,20.48,17.11,1.8179,0.009440,1.2782,0.1203,32.78,4.7353,95.56,2.7591,36.42,35.36,149.83,4.4232,36.11,0.005749
,,26,1.6110,1.8132,1.3271,102.19,104.07,20.51,17.12,1.8183,0.009442,1.2795,0.1204,32.81,4.7379,95.43,2.7613,36.44,35.38,149.38,4.4279,36.13,0.005752
,,27,1.6118,1.8202,1.3258,102.59,104.24,20.52,17.10,1.8191,0.009431,1.2780,0.1200,32.78,4.7326,95.85,2.7576,36.40,35.35,149.45,4.4221,36.09,0.005747
,,28,1.6101,1.8201,1.3317,101.58,103.84,20.55,17.18,1.8217,0.009448,1.2760,0.1194,32.92,4.7523,95.05,2.7672,36.57,35.50,149.71,4.4374,36.25,0.005775
,,29,1.6107,1.8246,1.3315,101.76,103.47,20.60,17.17,1.8244,0.009475,1.2743,0.1192,32.84,4.7494,95.27,2.7696,36.56,35.50,149.61,4.4404,36.25,0.005774
,Feb,01,1.6130,1.8266,1.3297,101.74,104.10,20.58,17.15,1.8250,0.009479,1.2701,0.1190,32.89,4.7454,95.75,2.7663,36.51,35.45,149.12,4.4485,36.20,0.005772
,,02,1.6077,1.8224,1.3309,101.58,103.77,20.60,17.17,1.8207,0.009482,1.2681,0.1193,32.92,4.7563,95.45,2.7692,36.55,35.48,148.50,4.4399,36.23,0.005779
,,03,1.6038,1.8203,1.3319,101.38,104.24,20.62,17.18,1.8250,0.009507,1.2684,0.1194,32.91,4.7636,96.08,2.7731,36.58,35.51,148.36,4.4382,36.26,0.005784
,,04,1.6040,1.8167,1.3347,101.78,104.29,20.67,17.22,1.8293,0.009516,1.2697,0.1193,32.93,4.7722,96.03,2.7755,36.65,35.59,148.30,4.4436,36.34,0.005797
,,05,1.6007,1.8304,1.3388,101.65,104.37,20.67,17.27,1.8343,0.009532,1.2684,0.1188,32.86,4.7855,95.67,2.7840,36.76,35.69,148.04,4.4440,36.45,0.005820
,,08,1.6054,1.8314,1.3336,102.36,104.47,20.65,17.20,1.8310,0.009523,1.2644,0.1192,32.83,4.7659,96.01,2.7754,36.62,35.55,148.20,4.4392,36.31,0.005804
,,09,1.6063,1.8325,1.3301,102.79,104.51,20.62,17.16,1.8253,0.009501,1.2676,0.1193,32.78,4.7532,96.41,2.7684,36.52,35.46,148.37,4.4403,36.21,0.005782
,,10,1.6078,1.8328,1.3259,102.61,104.43,20.59,17.10,1.8195,0.009481,1.2681,0.1195,32.82,4.7394,95.94,2.7598,36.41,35.35,148.71,4.4313,36.10,0.005761
,,11,1.6068,1.8354,1.3256,102.51,104.42,20.53,17.10,1.8203,0.009469,1.2673,0.1198,32.77,4.7306,95.72,2.7600,36.41,35.34,148.92,4.4274,36.09,0.005760
,,15,1.6049,1.8382,1.3226,102.95,104.41,20.48,17.06,1.8235,0.009508,1.2588,0.1200,32.77,4.7253,95.76,2.7609,36.04,35.26,148.45,4.4308,36.01,0.005747
,,16,1.6056,1.8438,1.3219,103.14,104.81,20.47,17.05,1.8203,0.009506,1.2519,0.1203,32.80,4.7234,96.02,2.7540,36.30,35.24,148.75,4.4253,35.99,0.005743
,,17,1.6059,1.8444,1.3284,102.96,104.62,20.57,17.13,1.8210,0.009492,1.2535,0.1199,32.89,4.7450,95.61,2.7465,36.48,35.41,148.69,4.4315,36.16,0.005769
,,18,1.5987,1.8395,1.3282,102.95,104.55,20.59,17.13,1.8246,0.009461,1.2543,0.1202,32.89,4.7544,95.44,2.7438,36.48,35.41,147.73,4.4242,36.16,0.005770
,,19,1.6052,1.8533,1.3283,103.09,104.49,20.52,17.13,1.8280,0.009432,1.2566,0.1198,32.85,4.7516,95.79,2.7412,36.47,35.41,148.10,4.4216,36.16,0.005771
,,22,1.6044,1.8556,1.3237,104.28,104.99,20.48,17.07,1.8246,0.009383,1.2529,0.1195,32.76,4.7419,96.76,2.7231,36.35,35.29,147.46,4.4100,36.04,0.005749
,,23,1.6067,1.8582,1.3205,104.51,104.83,20.44,17.03,1.8236,0.009355,1.2573,0.1189,32.67,4.7364,96.63,2.7123,36.27,35.21,147.42,4.4002,35.95,0.005735
,,24,1.6038,1.8686,1.3199,104.54,104.96,20.43,17.02,1.8235,0.009367,1.2507,0.1188,32.68,4.7398,97.21,2.7107,36.24,35.19,145.62,4.3951,35.93,0.005733
,,25,1.6049,1.8654,1.3188,105.02,105.47,20.44,17.01,1.8237,0.009355,1.2445,0.1190,32.64,4.7470,97.99,2.7127,36.21,35.16,145.47,4.3916,35.90,0.005730
,,26,1.6147,1.8571,1.3279,104.30,105.38,20.53,17.12,1.8188,0.009323,1.2518,0.1182,32.79,4.7727,97.77,2.7274,36.46,35.40,146.65,4.3780,36.15,0.005769
,Mar,01,1.6069,1.8603,1.3301,103.14,104.72,20.58,17.15,1.8067,0.009303,1.2481,0.1185,32.81,4.7783,96.79,2.7331,36.52,35.46,146.44,4.3824,36.21,0.005776
,,02,1.6011,1.8494,1.3314,103.35,105.05,20.57,17.16,1.8131,0.009307,1.2465,0.1187,32.84,4.7763,96.55,2.7411,36.57,35.49,145.42,4.3910,36.25,0.005782
,,03,1.6065,1.8565,1.3296,104.04,105.24,20.57,17.14,1.8155,0.009296,1.2445,0.1183,32.83,4.7736,96.89,2.7372,36.52,35.45,145.23,4.3880,36.20,0.005775
,,04,1.6061,1.8580,1.3329,103.75,105.27,20.60,17.18,1.8258,0.009325,1.2450,0.1181,32.87,4.7908,96.59,2.7437,36.60,35.53,144.95,4.3860,36.29,0.005790
,,05,1.5996,1.8593,1.3372,103.17,105.67,20.66,17.23,1.8329,0.009338,1.2386,0.1187,32.87,4.7944,95.94,2.7539,36.18,35.65,143.97,4.3956,36.40,0.005805
,,08,1.6009,1.8580,1.3452,103.46,106.26,20.66,17.32,1.8370,0.009364,1.2406,0.1187,32.89,4.7961,96.26,2.7684,36.39,35.85,144.38,4.3830,36.62,0.005838
,,09,1.6003,1.8677,1.3488,103.35,106.64,20.68,17.37,1.8433,0.009350,1.2362,0.1185,32.69,4.7593,96.17,2.7794,36.51,35.96,144.16,4.3748,36.72,0.005849
,,10,1.6008,1.8686,1.3474,103.48,106.39,20.69,17.36,1.8472,0.009350,1.2385,0.1180,32.64,4.7557,96.25,2.7718,37.00,35.92,144.88,4.3788,36.68,0.005845
,,11,1.6024,1.8711,1.3430,104.00,106.53,20.66,17.30,1.8459,0.009323,1.2372,0.1182,32.66,4.7616,96.79,2.7678,36.22,35.80,144.41,4.3916,36.56,0.005826
,,12,1.6051,1.8754,1.3420,104.40,106.97,20.68,17.29,1.8460,0.009332,1.2345,0.1186,32.60,4.7720,96.81,2.7713,36.85,35.77,144.81,4.3769,36.53,0.005820
,,15,1.6085,1.8738,1.3456,104.27,107.87,20.69,17.33,1.8503,0.009336,1.2330,0.1184,32.68,4.7757,96.87,2.7746,36.95,35.87,144.82,4.3772,36.63,0.005831
,,16,1.6041,1.8645,1.3442,104.20,107.71,20.69,17.31,1.8547,0.009333,1.2313,0.1189,32.67,4.7626,96.74,2.7684,36.91,35.83,145.05,4.3769,36.59,0.005826
,,17,1.6028,1.8706,1.3468,104.15,108.12,20.71,17.34,1.8565,0.009318,1.2345,0.1191,32.70,4.7558,96.75,2.7691,36.98,35.90,145.48,4.3711,36.66,0.005839
,,18,1.6045,1.8709,1.3417,104.96,108.15,20.66,17.28,1.8529,0.009320,1.2323,0.1192,32.66,4.7361,97.16,2.7544,36.84,35.77,145.26,4.3588,36.53,0.005816
,,19,1.6011,1.8700,1.3440,104.05,107.52,20.63,17.30,1.8504,0.009297,1.2344,0.1187,32.65,4.7224,96.29,2.7604,36.90,35.83,144.95,4.3494,36.59,0.005824
,,22,1.5973,1.8584,1.3428,103.75,107.38,20.63,17.29,1.8527,0.009314,1.2345,0.1188,32.67,4.7212,96.06,2.7643,36.87,35.80,144.50,4.3483,36.56,0.005818
,,23,1.5994,1.8562,1.3406,103.40,106.93,20.59,17.26,1.8520,0.009304,1.2331,0.1189,32.57,4.7143,95.13,2.7575,36.81,35.74,145.09,4.3299,36.50,0.005810
,,24,1.5944,1.8472,1.3457,102.30,106.87,20.63,17.32,1.8549,0.009315,1.2398,0.1188,32.60,4.7209,93.91,2.7651,36.96,35.88,144.08,4.3380,36.63,0.005830
,,25,1.5922,1.8451,1.3467,102.40,107.13,20.61,17.34,1.8533,0.009315,1.2365,0.1187,32.53,4.7125,93.96,2.7680,36.99,35.90,143.96,4.3273,36.66,0.005833
,,26,1.5875,1.8548,1.3476,102.57,107.10,20.60,17.35,1.8576,0.009337,1.2336,0.1190,32.50,4.7040,93.93,2.7742,36.79,35.93,143.38,4.3262,36.69,0.005837
,,29,1.5872,1.8554,1.3465,102.84,106.82,20.57,17.32,1.8563,0.009326,1.2294,0.1190,32.48,4.7158,94.08,2.7773,36.97,35.89,143.33,4.3155,36.66,0.005835
,,30,1.5861,1.8571,1.3478,103.21,107.11,20.51,17.33,1.8516,0.009313,1.2258,0.1189,32.50,4.7223,94.75,2.7818,37.01,35.93,143.47,4.3185,36.69,0.005842
,,31,1.5770,1.8493,1.3472,102.46,106.74,20.53,17.33,1.8327,0.009249,1.2152,0.1190,32.39,4.7234,94.05,2.7752,36.99,35.92,142.71,4.2917,36.68,0.005838
,Apr,01,1.5787,1.8556,1.3464,101.94,106.94,20.50,17.32,1.8386,0.009243,1.2170,0.1192,32.47,4.7139,93.81,2.7737,36.97,35.89,142.44,4.3021,36.65,0.005835
,,05,1.5838,1.8618,1.3456,102.54,107.02,20.49,17.30,1.8338,0.009267,1.2171,0.1193,32.49,4.7171,94.59,2.7718,36.95,35.87,142.80,4.2920,36.63,0.005830
,,06,1.5828,1.8631,1.3411,102.36,106.94,20.46,17.25,1.8300,0.009237,1.2151,0.1193,32.45,4.7061,94.52,2.7609,36.82,35.75,142.95,4.2763,36.51,0.005808
,,07,1.5884,1.8505,1.3385,102.43,106.35,20.46,17.21,1.8203,0.009231,1.2192,0.1199,32.42,4.7054,94.42,2.7567,36.75,35.68,143.74,4.2709,36.44,0.005796
,,08,1.5916,1.8442,1.3407,102.16,106.32,20.48,17.22,1.8037,0.009203,1.2216,0.1200,32.39,4.7092,94.09,2.7594,36.81,35.74,144.28,4.2614,36.50,0.005807
,,09,1.5950,1.8402,1.3397,102.34,106.57,20.45,17.22,1.7939,0.009209,1.2258,0.1199,32.39,4.7101,94.44,2.7565,36.79,35.71,144.89,4.2623,36.47,0.005807
,,12,1.5961,1.8374,1.3421,102.12,106.92,20.47,17.25,1.7906,0.009184,1.2252,0.1193,32.44,4.7146,94.41,2.7639,36.85,35.78,144.94,4.2524,36.54,0.005818
,,13,1.5965,1.8439,1.3427,102.03,106.75,20.50,17.27,1.7888,0.009182,1.2238,0.1192,32.48,4.7157,94.11,2.7654,36.87,35.80,145.21,4.2577,36.55,0.005820
,,14,1.5996,1.8416,1.3376,102.43,106.67,20.45,17.21,1.7787,0.009149,1.2285,0.1196,32.39,4.6994,94.75,2.7586,36.73,35.66,145.40,4.2524,36.42,0.005796
,,15,1.6013,1.8416,1.3374,103.14,106.79,20.45,17.22,1.7772,0.009144,1.2281,0.1196,32.40,4.7013,95.53,2.7583,36.72,35.65,144.78,4.2652,36.41,0.005796
,,16,1.5970,1.8376,1.3356,103.29,106.47,20.45,17.19,1.7855,0.009151,1.2271,0.1195,32.36,4.7139,95.63,2.7608,36.67,35.61,144.76,4.2685,36.36,0.005789
,,19,1.5939,1.8447,1.3331,103.05,106.56,20.43,17.16,1.7841,0.009153,1.2271,0.1193,32.28,4.7286,95.13,2.7535,36.61,35.54,144.78,4.2659,36.29,0.005777
,,20,1.6007,1.8573,1.3265,103.48,106.19,20.42,17.08,1.7790,0.009152,1.2269,0.1194,32.23,4.7234,95.75,2.7469,36.42,35.37,145.13,4.2516,36.11,0.005749
,,21,1.5993,1.8516,1.3293,102.59,105.50,20.45,17.13,1.7634,0.009141,1.2310,0.1189,32.30,4.7360,95.39,2.7468,36.50,35.44,145.11,4.2483,36.19,0.005761
,,22,1.5979,1.8502,1.3275,102.93,106.17,20.46,17.10,1.7623,0.009139,1.2291,0.1190,32.30,4.7259,95.53,2.7419,36.45,35.39,144.86,4.2385,36.14,0.005754
,,23,1.5978,1.8419,1.3292,102.74,106.53,20.46,17.13,1.7704,0.009135,1.2315,0.1187,32.33,4.7265,95.35,2.7469,36.50,35.43,144.93,4.2303,36.19,0.005763
,,26,1.6048,1.8420,1.3252,103.02,106.38,20.42,17.08,1.7717,0.009148,1.2302,0.1191,32.29,4.7422,95.60,2.7412,36.39,35.33,145.19,4.2142,36.08,0.005749
,,27,1.6011,1.8415,1.3267,103.26,106.93,20.45,17.09,1.7757,0.009151,1.2251,0.1194,32.37,4.7601,95.76,2.7400,36.44,35.38,144.85,4.2223,36.12,0.005755
,,28,1.6022,1.8408,1.3268,102.70,106.90,20.45,17.09,1.7799,0.009156,1.2188,0.1194,32.34,4.7562,95.51,2.7386,36.43,35.37,145.00,4.2260,36.12,0.005756
,,29,1.6067,1.8476,1.3250,103.15,107.63,20.47,17.07,1.7844,0.009157,1.2196,0.1196,32.30,4.7559,96.05,2.7366,36.38,35.32,145.62,4.2371,36.07,0.005747
,,30,1.6070,1.8497,1.3263,103.19,108.09,20.50,17.08,1.7881,0.009175,1.2186,0.1195,32.31,4.7540,96.17,2.7539,36.42,35.36,145.91,4.2522,36.11,0.005753
,May,03,1.6011,1.8412,1.3318,102.88,108.36,20.57,17.15,1.7945,0.009207,1.2157,0.1191,32.47,4.7632,95.56,2.7681,36.57,35.51,145.74,4.2671,36.26,0.005776
,,04,1.6040,1.8492,1.3323,103.13,108.39,20.58,17.15,1.8031,0.009238,1.2194,0.1189,32.40,4.7691,95.69,2.7723,36.59,35.52,145.72,4.2798,36.27,0.005776
,,05,1.6047,1.8564,1.3345,103.21,108.61,20.61,17.18,1.8067,0.009248,1.2212,0.1186,32.41,4.7731,95.71,2.7801,36.65,35.57,146.18,4.2798,36.33,0.005787
,,06,1.6042,1.8577,1.3370,103.27,108.91,20.63,17.21,1.8103,0.009321,1.2222,0.1188,32.41,4.7781,96.23,2.7850,36.72,35.65,146.27,4.2858,36.40,0.005796
,,07,1.6082,1.8536,1.3327,103.64,109.53,20.63,17.16,1.8102,0.009329,1.2213,0.1189,32.37,4.7741,96.36,2.7816,36.60,35.53,146.87,4.2693,36.28,0.005778
,,10,1.6119,1.8594,1.3262,104.03,109.37,20.63,17.08,1.8076,0.009341,1.2180,0.1190,32.30,4.7796,96.45,2.7724,35.69,35.35,147.15,4.2561,36.11,0.005750
,,11,1.6104,1.8733,1.3266,103.90,109.69,20.64,17.08,1.8047,0.009342,1.2182,0.1185,32.23,4.7646,96.36,2.7700,36.43,35.37,147.30,4.2668,36.11,0.005753
,,12,1.6107,1.8755,1.3293,103.52,109.61,20.64,17.11,1.8083,0.009363,1.2212,0.1182,32.18,4.7431,96.09,2.7777,35.87,35.44,146.76,4.2550,36.19,0.005766
,,14,1.6137,1.8754,1.3352,103.10,109.70,20.72,17.19,1.8180,0.009404,1.2186,0.1182,32.36,4.7744,95.80,2.7916,36.03,35.59,147.46,4.2602,36.35,0.005793
,,17,1.6202,1.8811,1.3355,103.52,110.08,20.74,17.19,1.8224,0.009356,1.2213,0.1178,32.30,4.7576,96.35,2.7926,36.10,35.61,148.02,4.2476,36.36,0.005794
,,18,1.6212,1.8888,1.3324,103.87,110.66,20.73,17.16,1.8198,0.009317,1.2203,0.1177,32.29,4.7623,96.48,2.7828,36.14,35.53,147.72,4.2337,36.27,0.005781
,,19,1.6271,1.8876,1.3304,103.65,110.22,20.69,17.13,1.8212,0.009301,1.2212,0.1181,32.24,4.7703,96.26,2.7836,36.53,35.47,148.23,4.2300,36.22,0.005773
,,20,1.6243,1.8820,1.3335,103.20,110.08,20.71,17.17,1.8225,0.009267,1.2218,0.1178,32.22,4.7671,95.66,2.7829,36.25,35.56,147.52,4.2467,36.30,0.005785
,,21,1.6285,1.8875,1.3315,103.26,110.27,20.69,17.15,1.8232,0.009262,1.2230,0.1181,32.14,4.7500,95.68,2.7783,36.56,35.50,148.42,4.2430,36.25,0.005775
,,24,1.6207,1.8821,1.3306,102.80,110.25,20.68,17.14,1.8270,0.009269,1.2223,0.1180,32.14,4.7640,95.36,2.7700,36.54,35.48,148.21,4.2388,36.22,0.005771
,,25,1.6226,1.8818,1.3272,102.96,110.18,20.70,17.10,1.8217,0.009259,1.2209,0.1183,32.04,4.7631,95.87,2.7603,36.44,35.38,148.07,4.2333,36.13,0.005755
,,27,1.6147,1.8690,1.3242,102.50,109.25,20.73,17.06,1.8200,0.009248,1.2142,0.1185,31.96,4.7654,96.57,2.7541,36.36,35.30,147.60,4.2339,36.05,0.005745
,,28,1.6130,1.8784,1.3235,102.49,109.58,20.78,17.06,1.8243,0.009257,1.2041,0.1187,31.99,4.7694,96.31,2.7644,35.81,35.28,147.44,4.2290,36.03,0.005742
,,31,1.6135,1.8777,1.3228,102.17,109.51,20.79,17.04,1.8264,0.009254,1.2059,0.1189,31.97,4.7858,95.94,2.7719,36.32,35.26,147.12,4.2314,36.01,0.005739
,Jun,01,1.6137,1.8785,1.3195,102.44,109.51,20.71,17.00,1.8195,0.009240,1.2055,0.1193,32.02,4.7863,96.10,2.7673,35.77,35.18,146.83,4.2290,35.92,0.005726
,,02,1.6161,1.8722,1.3222,102.62,109.60,20.72,17.04,1.8096,0.009264,1.2061,0.1192,32.04,4.8091,96.03,2.7640,36.31,35.25,147.39,4.2445,35.99,0.005737
,,03,1.6142,1.8737,1.3224,102.42,109.88,20.71,17.05,1.8095,0.009257,1.2056,0.1189,32.08,4.8085,95.58,2.7679,36.32,35.25,147.19,4.2506,36.00,0.005738
,,04,1.6084,1.8713,1.3276,101.68,109.58,20.73,17.11,1.8178,0.009277,1.2043,0.1189,32.16,4.7948,94.89,2.7764,36.11,35.40,146.78,4.2529,36.14,0.005760
,,07,1.6113,1.8731,1.3243,102.45,109.57,20.69,17.07,1.8165,0.009280,1.2087,0.1192,32.08,4.7807,95.45,2.7775,36.37,35.31,147.30,4.2412,36.05,0.005747
,,08,1.6118,1.8739,1.3235,102.51,109.48,20.70,17.06,1.8181,0.009278,1.2096,0.1187,32.11,4.7767,95.57,2.7742,36.34,35.28,147.39,4.2405,36.03,0.005766
,,09,1.6124,1.8746,1.3239,102.41,109.32,20.70,17.06,1.8157,0.009283,1.2092,0.1187,32.15,4.7774,95.26,2.7729,36.36,35.29,147.68,4.2513,36.04,0.005765
,,10,1.6113,1.8694,1.3241,102.43,109.31,20.74,17.06,1.8140,0.009300,1.2087,0.1188,32.17,4.7782,95.10,2.7749,36.37,35.30,147.80,4.2526,36.05,0.005770
,,11,1.6112,1.8745,1.3221,102.49,109.36,20.70,17.04,1.8125,0.009310,1.2084,0.1190,32.14,4.7807,95.11,2.7720,36.31,35.24,147.91,4.2537,35.99,0.005762
,,14,1.6053,1.8720,1.3267,102.17,109.18,20.73,17.09,1.8115,0.009327,1.2086,0.1187,32.23,4.7911,94.71,2.7728,35.84,35.37,147.60,4.2645,36.12,0.005781
,,15,1.6082,1.8720,1.3265,102.24,109.29,20.71,17.09,1.8121,0.009312,1.2049,0.1186,32.23,4.7797,94.88,2.7656,35.80,35.36,147.47,4.2612,36.11,0.005779
,,16,1.6097,1.8700,1.3278,102.18,109.06,20.73,17.11,1.8102,0.009311,1.2060,0.1188,32.23,4.7841,94.80,2.7578,35.84,35.40,147.71,4.2583,36.15,0.005785
,,17,1.6031,1.8701,1.3366,101.93,108.88,20.81,17.22,1.8154,0.009307,1.2070,0.1183,32.34,4.8180,94.73,2.7609,36.07,35.64,147.08,4.2688,36.39,0.005822
,,18,1.5983,1.8671,1.3407,101.26,108.57,20.80,17.27,1.8094,0.009312,1.2167,0.1184,32.37,4.8233,93.99,2.7728,36.82,35.75,146.21,4.2737,36.50,0.005825
,,21,1.5970,1.8581,1.3470,100.89,108.02,20.82,17.35,1.8142,0.009331,1.2267,0.1184,32.46,4.8198,93.70,2.7672,36.44,35.92,145.98,4.2652,36.67,0.005852
,,22,1.6027,1.8720,1.3455,101.13,108.75,20.81,17.33,1.8148,0.009333,1.2186,0.1187,32.44,4.8171,93.88,2.7617,36.95,35.88,146.39,4.2539,36.63,0.005846
,,23,1.6048,1.8751,1.3461,101.56,109.23,20.77,17.33,1.8101,0.009320,1.2153,0.1185,32.32,4.8118,94.31,2.7561,36.44,35.90,146.39,4.2344,36.65,0.005846
,,24,1.6045,1.8782,1.3459,101.94,109.36,20.77,17.33,1.8123,0.009307,1.2123,0.1185,32.31,4.8010,94.88,2.7549,36.96,35.88,146.38,4.2176,36.64,0.005850
,,25,1.6028,1.8699,1.3424,101.93,109.03,20.77,17.29,1.8099,0.009298,1.2109,0.1189,32.28,4.8051,94.98,2.7663,36.87,35.79,146.30,4.2226,36.54,0.005833
,,28,1.6029,1.8664,1.3442,101.97,109.24,20.80,17.32,1.8109,0.009297,1.2149,0.1190,32.38,4.8181,95.04,2.7656,36.31,35.84,146.36,4.2156,36.59,0.005839
,,29,1.6003,1.8628,1.3435,101.50,108.84,20.79,17.31,1.8083,0.009276,1.2156,0.1188,32.39,4.8106,94.43,2.7677,36.29,35.81,145.95,4.1943,36.57,0.005835
,,30,1.6001,1.8623,1.3444,101.14,108.45,20.82,17.31,1.8109,0.009251,1.2168,0.1191,32.36,4.8166,94.12,2.7599,36.32,35.85,145.93,4.1958,36.60,0.005839
,Jul,01,1.5952,1.8596,1.3463,100.80,108.55,20.82,17.34,1.8106,0.009270,1.2122,0.1189,32.40,4.8250,94.06,2.7472,36.36,35.89,145.42,4.2044,36.65,0.005849
,,02,1.5987,1.8586,1.3500,100.75,108.59,20.84,17.38,1.8091,0.009276,1.2098,0.1190,32.42,4.8274,94.02,2.7497,36.48,35.99,145.76,4.1963,36.75,0.005868
,,05,1.5961,1.8612,1.3466,101.16,109.08,20.84,17.34,1.8071,0.009298,1.2118,0.1192,32.41,4.8265,94.48,2.7314,36.76,35.90,145.98,4.1820,36.66,0.005856
,,06,1.5960,1.8663,1.3442,101.72,109.06,20.80,17.30,1.8084,0.009291,1.2126,0.1188,32.36,4.8151,95.21,2.7189,36.34,35.83,145.97,4.1828,36.59,0.005842
,,07,1.5934,1.8598,1.3476,100.97,108.11,20.82,17.35,1.8051,0.009297,1.2183,0.1186,32.40,4.8104,94.54,2.7081,36.41,35.92,145.85,4.1733,36.69,0.005857
,,08,1.5947,1.8640,1.3524,100.95,108.02,20.88,17.41,1.8079,0.009301,1.2231,0.1180,32.42,4.8165,94.52,2.7139,36.54,36.06,146.11,4.1649,36.82,0.005877
,,09,1.6027,1.8655,1.3537,100.49,107.92,20.88,17.43,1.8119,0.009304,1.2319,0.1179,32.33,4.8266,93.97,2.7051,36.59,36.09,147.91,4.1434,36.85,0.005885
,,12,1.6043,1.8771,1.3518,100.99,108.37,20.88,17.41,1.8141,0.009327,1.2271,0.1178,32.26,4.8203,94.35,2.6978,37.12,36.04,147.77,4.1452,36.80,0.005876
,,13,1.6031,1.8769,1.3504,101.22,108.49,20.89,17.39,1.8125,0.009316,1.2235,0.1181,32.23,4.8241,94.53,2.6915,37.08,36.00,147.67,4.1398,36.76,0.005865
,,14,1.5970,1.8728,1.3553,101.09,108.40,20.93,17.45,1.8174,0.009354,1.2264,0.1178,32.27,4.8400,95.10,2.7016,36.59,36.13,147.61,4.1521,36.90,0.005889
,,15,1.6015,1.8725,1.3536,101.00,107.95,20.93,17.43,1.8173,0.009333,1.2321,0.1184,32.26,4.8381,94.92,2.6864,36.56,36.09,148.00,4.1450,36.85,0.005881
,,16,1.5999,1.8746,1.3546,100.74,107.73,20.95,17.44,1.8170,0.009330,1.2319,0.1188,32.25,4.8444,95.09,2.7002,36.58,36.11,147.47,4.1386,36.88,0.005887
,,19,1.6027,1.8677,1.3577,100.30,107.43,20.95,17.48,1.8162,0.009346,1.2347,0.1186,32.19,4.8391,94.93,2.6897,37.06,36.20,147.70,4.1316,36.96,0.005896
,,21,1.6097,1.8617,1.3671,99.97,107.64,21.11,17.59,1.8325,0.009399,1.2441,0.1188,32.22,4.8707,94.50,2.7135,37.55,36.45,148.39,4.1590,37.22,0.005938
,,22,1.6069,1.8674,1.3622,100.23,108.33,21.06,17.52,1.8305,0.009389,1.2369,0.1184,32.23,4.8608,94.75,2.7099,37.41,36.31,148.50,4.1466,37.08,0.005918
,,23,1.6004,1.8711,1.3597,100.29,108.18,21.01,17.50,1.8254,0.009383,1.2331,0.1183,32.19,4.8514,94.87,2.7013,37.34,36.25,147.79,4.1284,37.02,0.005909
,,26,1.6029,1.8710,1.3609,100.02,108.18,20.99,17.51,1.8271,0.009392,1.2335,0.1180,32.21,4.8458,94.78,2.7035,37.37,36.28,148.11,4.1288,37.05,0.005914
,,27,1.6032,1.8779,1.3580,100.24,108.25,20.97,17.46,1.8269,0.009374,1.2322,0.1180,32.11,4.8450,95.00,2.6990,37.30,36.20,148.30,4.1314,36.97,0.005902
,,28,1.6077,1.8871,1.3600,100.10,108.05,20.90,17.48,1.8264,0.009381,1.2387,0.1177,32.14,4.8497,94.63,2.6973,37.35,36.26,148.68,4.1312,37.03,0.005913
,,29,1.6063,1.8872,1.3551,99.95,108.50,20.93,17.43,1.8236,0.009353,1.2343,0.1183,32.09,4.8504,94.38,2.6915,37.22,36.13,149.04,4.1225,36.89,0.005900
,,30,1.6076,1.8869,1.3534,99.99,108.69,20.95,17.41,1.8207,0.009361,1.2357,0.1179,31.99,4.8439,94.72,2.6954,37.17,36.08,149.21,4.1160,36.84,0.005896
,Aug,02,1.6066,1.8810,1.3534,99.36,108.48,20.93,17.41,1.8187,0.009358,1.2341,0.1174,32.03,4.8408,94.27,2.7053,36.95,36.09,149.43,4.1060,36.84,0.005896
,,03,1.6053,1.8781,1.3519,99.59,108.01,20.91,17.39,1.8184,0.009424,1.2373,0.1174,31.99,4.8398,94.56,2.7119,36.91,36.04,149.33,4.0996,36.80,0.005894
