MAS: Financial Database - Domestic Interest Rates

Domestic Interest Rates (Daily)
Jan 2013 to Apr 2026


SORA Value Date,,,SORA Publication Date,SORA,SORA Index,Compound SORA - 1 month,Compound SORA - 3 month,Compound SORA - 6 month,Aggregate Volume of SORA Transactions (S$ MILLIONS),Highest Transacted Rate,Lowest Transacted Rate,SORA Calculation Method
,,20,21 Feb 2014,0.0325,0.9638003526,0.0431,0.0443,0.0513,-,-,-,-
,,21,24 Feb 2014,0.0300,0.9638027291,0.0414,0.0441,0.0507,-,-,-,-
,,24,25 Feb 2014,0.0242,0.9638033681,0.0403,0.0439,0.0505,-,-,-,-
,,25,26 Feb 2014,0.0214,0.9638039332,0.0392,0.0437,0.0503,-,-,-,-
,,26,27 Feb 2014,0.0343,0.9638048389,0.0385,0.0436,0.0502,-,-,-,-
,,27,28 Feb 2014,0.0874,0.9638071468,0.0397,0.0444,0.0505,-,-,-,-
,,28,03 Mar 2014,0.1482,0.9638188868,0.0489,0.0480,0.0525,-,-,-,-
,Mar,03,04 Mar 2014,0.0869,0.9638211814,0.0499,0.0481,0.0528,-,-,-,-
,,04,05 Mar 2014,0.0709,0.9638230536,0.0518,0.0479,0.0530,-,-,-,-
,,05,06 Mar 2014,0.0667,0.9638248149,0.0533,0.0478,0.0532,-,-,-,-
,,06,07 Mar 2014,0.0437,0.9638259689,0.0545,0.0479,0.0534,-,-,-,-
,,07,10 Mar 2014,0.0434,0.9638294069,0.0551,0.0481,0.0537,-,-,-,-
,,10,11 Mar 2014,0.0483,0.9638306824,0.0556,0.0484,0.0538,-,-,-,-
,,11,12 Mar 2014,0.0841,0.9638329031,0.0575,0.0488,0.0541,-,-,-,-
,,12,13 Mar 2014,0.0785,0.9638349760,0.0593,0.0495,0.0544,-,-,-,-
,,13,14 Mar 2014,0.0826,0.9638371572,0.0610,0.0500,0.0546,-,-,-,-
,,14,17 Mar 2014,0.0475,0.9638409201,0.0616,0.0505,0.0548,-,-,-,-
,,17,18 Mar 2014,0.0530,0.9638423197,0.0618,0.0507,0.0549,-,-,-,-
,,18,19 Mar 2014,0.0702,0.9638441734,0.0625,0.0509,0.0551,-,-,-,-
,,19,20 Mar 2014,0.0671,0.9638459453,0.0628,0.0511,0.0553,-,-,-,-
,,20,21 Mar 2014,0.0462,0.9638471653,0.0633,0.0508,0.0555,-,-,-,-
,,21,24 Mar 2014,0.0534,0.9638513957,0.0658,0.0497,0.0559,-,-,-,-
,,24,25 Mar 2014,0.0629,0.9638530567,0.0672,0.0494,0.0562,-,-,-,-
,,25,26 Mar 2014,0.0799,0.9638551666,0.0693,0.0492,0.0565,-,-,-,-
,,26,27 Mar 2014,0.0806,0.9638572950,0.0709,0.0498,0.0568,-,-,-,-
,,27,28 Mar 2014,0.0943,0.9638597852,0.0712,0.0505,0.0572,-,-,-,-
,,28,31 Mar 2014,0.1915,0.9638749561,0.0828,0.0560,0.0598,-,-,-,-
,,31,01 Apr 2014,0.2129,0.9638805782,0.0849,0.0575,0.0606,-,-,-,-
,Apr,01,02 Apr 2014,0.0756,0.9638825747,0.0826,0.0576,0.0609,-,-,-,-
,,02,03 Apr 2014,0.0679,0.9638843677,0.0800,0.0579,0.0610,-,-,-,-
,,03,04 Apr 2014,0.0400,0.9638854240,0.0785,0.0580,0.0608,-,-,-,-
,,04,07 Apr 2014,0.0430,0.9638888307,0.0768,0.0585,0.0595,-,-,-,-
,,07,08 Apr 2014,0.0319,0.9638896731,0.0764,0.0584,0.0588,-,-,-,-
,,08,09 Apr 2014,0.0325,0.9638905313,0.0761,0.0584,0.0585,-,-,-,-
,,09,10 Apr 2014,0.0225,0.9638911255,0.0754,0.0583,0.0582,-,-,-,-
,,10,11 Apr 2014,0.0370,0.9638921026,0.0750,0.0583,0.0577,-,-,-,-
,,11,14 Apr 2014,0.0541,0.9638963886,0.0724,0.0586,0.0565,-,-,-,-
,,14,15 Apr 2014,0.0380,0.9638973921,0.0721,0.0585,0.0557,-,-,-,-
,,15,16 Apr 2014,0.0539,0.9638988155,0.0723,0.0587,0.0549,-,-,-,-
,,16,17 Apr 2014,0.0693,0.9639006456,0.0730,0.0591,0.0550,-,-,-,-
,,17,21 Apr 2014,0.0686,0.9639078920,0.0742,0.0601,0.0549,-,-,-,-
,,21,22 Apr 2014,0.0686,0.9639097037,0.0747,0.0604,0.0551,-,-,-,-
,,22,23 Apr 2014,0.0735,0.9639116447,0.0753,0.0606,0.0554,-,-,-,-
,,23,24 Apr 2014,0.0888,0.9639139898,0.0765,0.0611,0.0557,-,-,-,-
,,24,25 Apr 2014,0.0958,0.9639165197,0.0775,0.0615,0.0561,-,-,-,-
,,25,28 Apr 2014,0.0601,0.9639212812,0.0751,0.0617,0.0566,-,-,-,-
,,28,29 Apr 2014,0.0858,0.9639235471,0.0717,0.0620,0.0568,-,-,-,-
,,29,30 Apr 2014,0.0863,0.9639258261,0.0683,0.0623,0.0570,-,-,-,-
,,30,02 May 2014,0.1691,0.9639347576,0.0659,0.0652,0.0586,-,-,-,-
,May,02,05 May 2014,0.1091,0.9639434014,0.0717,0.0675,0.0599,-,-,-,-
,,05,06 May 2014,0.0632,0.9639450704,0.0724,0.0680,0.0601,-,-,-,-
,,06,07 May 2014,0.0866,0.9639473575,0.0739,0.0688,0.0605,-,-,-,-
,,07,08 May 2014,0.0762,0.9639493699,0.0754,0.0692,0.0608,-,-,-,-
,,08,09 May 2014,0.0893,0.9639517283,0.0772,0.0698,0.0610,-,-,-,-
,,09,12 May 2014,0.0734,0.9639575437,0.0808,0.0711,0.0614,-,-,-,-
,,12,14 May 2014,0.1105,0.9639633802,0.0846,0.0729,0.0594,-,-,-,-
,,14,15 May 2014,0.1111,0.9639663144,0.0870,0.0737,0.0594,-,-,-,-
,,15,16 May 2014,0.0603,0.9639679069,0.0872,0.0739,0.0596,-,-,-,-
,,16,19 May 2014,0.0572,0.9639724389,0.0860,0.0742,0.0596,-,-,-,-
,,19,20 May 2014,0.0526,0.9639738281,0.0855,0.0742,0.0593,-,-,-,-
,,20,21 May 2014,0.0483,0.9639751037,0.0848,0.0744,0.0591,-,-,-,-
,,21,22 May 2014,0.0705,0.9639769656,0.0849,0.0748,0.0593,-,-,-,-
,,22,23 May 2014,0.1016,0.9639796489,0.0858,0.0756,0.0596,-,-,-,-
,,23,26 May 2014,0.0606,0.9639844503,0.0837,0.0768,0.0600,-,-,-,-
,,26,27 May 2014,0.0365,0.9639854143,0.0830,0.0768,0.0600,-,-,-,-
,,27,28 May 2014,0.0674,0.9639871944,0.0832,0.0766,0.0602,-,-,-,-
,,28,29 May 2014,0.1205,0.9639903768,0.0844,0.0771,0.0607,-,-,-,-
,,29,30 May 2014,0.1147,0.9639934061,0.0853,0.0775,0.0611,-,-,-,-
,,30,02 Jun 2014,0.1550,0.9640056872,0.0866,0.0785,0.0628,-,-,-,-
,Jun,02,03 Jun 2014,0.0753,0.9640076759,0.0855,0.0777,0.0630,-,-,-,-
,,03,04 Jun 2014,0.0578,0.9640092025,0.0839,0.0774,0.0629,-,-,-,-
,,04,05 Jun 2014,0.0246,0.9640098522,0.0812,0.0769,0.0625,-,-,-,-
,,05,06 Jun 2014,0.0182,0.9640103329,0.0797,0.0764,0.0623,-,-,-,-
,,06,09 Jun 2014,0.0312,0.9640128050,0.0746,0.0760,0.0621,-,-,-,-
,,09,10 Jun 2014,0.0365,0.9640137690,0.0734,0.0759,0.0622,-,-,-,-
,,10,11 Jun 2014,0.0267,0.9640144742,0.0719,0.0757,0.0622,-,-,-,-
,,11,12 Jun 2014,0.0305,0.9640152797,0.0705,0.0751,0.0621,-,-,-,-
,,12,13 Jun 2014,0.0415,0.9640163758,0.0683,0.0747,0.0622,-,-,-,-
,,13,16 Jun 2014,0.0338,0.9640190539,0.0625,0.0738,0.0622,-,-,-,-
,,16,17 Jun 2014,0.0385,0.9640200707,0.0619,0.0737,0.0623,-,-,-,-
,,17,18 Jun 2014,0.0373,0.9640210559,0.0612,0.0736,0.0623,-,-,-,-
,,18,19 Jun 2014,0.0490,0.9640223501,0.0610,0.0733,0.0623,-,-,-,-
,,19,20 Jun 2014,0.0643,0.9640240483,0.0613,0.0733,0.0623,-,-,-,-
,,20,23 Jun 2014,0.1109,0.9640328355,0.0650,0.0753,0.0629,-,-,-,-
,,23,24 Jun 2014,0.1051,0.9640356114,0.0664,0.0758,0.0629,-,-,-,-
,,24,25 Jun 2014,0.1101,0.9640385193,0.0680,0.0763,0.0630,-,-,-,-
,,25,26 Jun 2014,0.1627,0.9640428165,0.0713,0.0772,0.0634,-,-,-,-
,,26,27 Jun 2014,0.0939,0.9640452966,0.0731,0.0774,0.0638,-,-,-,-
,,27,30 Jun 2014,0.0742,0.9640511760,0.0706,0.0746,0.0645,-,-,-,-
,,30,01 Jul 2014,0.0692,0.9640530037,0.0649,0.0718,0.0647,-,-,-,-
,Jul,01,02 Jul 2014,0.0572,0.9640545145,0.0616,0.0715,0.0646,-,-,-,-
,,02,03 Jul 2014,0.0448,0.9640556978,0.0606,0.0713,0.0646,-,-,-,-
,,03,04 Jul 2014,0.0350,0.9640566222,0.0598,0.0712,0.0647,-,-,-,-
,,04,07 Jul 2014,0.0340,0.9640593163,0.0608,0.0709,0.0647,-,-,-,-
,,07,08 Jul 2014,0.0393,0.9640603543,0.0611,0.0710,0.0648,-,-,-,-
,,08,09 Jul 2014,0.0380,0.9640613580,0.0613,0.0711,0.0648,-,-,-,-
,,09,10 Jul 2014,0.0244,0.9640620025,0.0609,0.0711,0.0647,-,-,-,-
,,10,11 Jul 2014,0.0381,0.9640630088,0.0613,0.0711,0.0647,-,-,-,-
,,11,14 Jul 2014,0.0402,0.9640661942,0.0617,0.0707,0.0647,-,-,-,-
,,14,15 Jul 2014,0.0434,0.9640673405,0.0621,0.0707,0.0647,-,-,-,-
,,15,16 Jul 2014,0.0614,0.9640689622,0.0630,0.0708,0.0648,-,-,-,-
,,16,17 Jul 2014,0.0886,0.9640713024,0.0647,0.0710,0.0651,-,-,-,-
,,17,18 Jul 2014,0.0995,0.9640739305,0.0667,0.0714,0.0654,-,-,-,-
,,18,21 Jul 2014,0.1463,0.9640855232,0.0739,0.0739,0.0671,-,-,-,-
,,21,22 Jul 2014,0.1146,0.9640885501,0.0740,0.0744,0.0674,-,-,-,-
,,22,23 Jul 2014,0.0376,0.9640895433,0.0716,0.0740,0.0674,-,-,-,-
,,23,24 Jul 2014,0.0258,0.9640902247,0.0689,0.0733,0.0672,-,-,-,-
,,24,25 Jul 2014,0.0499,0.9640915428,0.0669,0.0728,0.0672,-,-,-,-
,,25,29 Jul 2014,0.0604,0.9640979242,0.0615,0.0726,0.0673,-,-,-,-
,,29,30 Jul 2014,0.0458,0.9640991340,0.0605,0.0721,0.0672,-,-,-,-
,,30,31 Jul 2014,0.0511,0.9641004837,0.0602,0.0719,0.0673,-,-,-,-
,,31,01 Aug 2014,0.0830,0.9641026761,0.0607,0.0710,0.0675,-,-,-,-
,Aug,01,04 Aug 2014,0.0762,0.9641087143,0.0636,0.0692,0.0679,-,-,-,-
,,04,05 Aug 2014,0.0443,0.9641098844,0.0640,0.0685,0.0680,-,-,-,-
,,05,06 Aug 2014,0.0335,0.9641107693,0.0639,0.0682,0.0681,-,-,-,-
,,06,07 Aug 2014,0.0497,0.9641120820,0.0644,0.0678,0.0683,-,-,-,-
,,07,08 Aug 2014,0.0428,0.9641132126,0.0646,0.0674,0.0683,-,-,-,-
,,08,11 Aug 2014,0.0613,0.9641180701,0.0672,0.0669,0.0687,-,-,-,-
,,11,12 Aug 2014,0.0484,0.9641193486,0.0675,0.0666,0.0688,-,-,-,-
,,12,13 Aug 2014,0.0600,0.9641209334,0.0682,0.0660,0.0690,-,-,-,-
,,13,14 Aug 2014,0.0540,0.9641223598,0.0686,0.0654,0.0691,-,-,-,-
,,14,15 Aug 2014,0.0569,0.9641238628,0.0690,0.0648,0.0692,-,-,-,-
,,15,18 Aug 2014,0.0743,0.9641297505,0.0682,0.0654,0.0697,-,-,-,-
,,18,19 Aug 2014,0.0770,0.9641317844,0.0659,0.0656,0.0698,-,-,-,-
,,19,20 Aug 2014,0.0706,0.9641336493,0.0635,0.0658,0.0699,-,-,-,-
,,20,21 Aug 2014,0.0903,0.9641360345,0.0617,0.0662,0.0702,-,-,-,-
,,21,22 Aug 2014,0.1059,0.9641388319,0.0614,0.0666,0.0707,-,-,-,-
,,22,25 Aug 2014,0.1627,0.9641517249,0.0735,0.0695,0.0729,-,-,-,-
,,25,26 Aug 2014,0.0817,0.9641538830,0.0742,0.0697,0.0732,-,-,-,-
,,26,27 Aug 2014,0.1204,0.9641570634,0.0761,0.0706,0.0737,-,-,-,-
,,27,28 Aug 2014,0.1103,0.9641599770,0.0777,0.0711,0.0738,-,-,-,-
,,28,29 Aug 2014,0.1897,0.9641649880,0.0819,0.0719,0.0745,-,-,-,-
,,29,01 Sep 2014,0.1766,0.9641789829,0.0932,0.0730,0.0757,-,-,-,-
,Sep,01,02 Sep 2014,0.1915,0.9641840416,0.0969,0.0734,0.0760,-,-,-,-
,,02,03 Sep 2014,0.1446,0.9641878613,0.0991,0.0742,0.0759,-,-,-,-
,,03,04 Sep 2014,0.1089,0.9641907380,0.1002,0.0747,0.0761,-,-,-,-
,,04,05 Sep 2014,0.1374,0.9641943676,0.1032,0.0759,0.0764,-,-,-,-
,,05,08 Sep 2014,0.0691,0.9641998437,0.1058,0.0773,0.0767,-,-,-,-
,,08,09 Sep 2014,0.0654,0.9642015713,0.1059,0.0777,0.0768,-,-,-,-
,,09,10 Sep 2014,0.0618,0.9642032039,0.1059,0.0780,0.0769,-,-,-,-
,,10,11 Sep 2014,0.0584,0.9642047466,0.1059,0.0783,0.0770,-,-,-,-
,,11,12 Sep 2014,0.0493,0.9642060489,0.1059,0.0785,0.0768,-,-,-,-
,,12,15 Sep 2014,0.0924,0.9642133716,0.1093,0.0803,0.0772,-,-,-,-
,,15,16 Sep 2014,0.0910,0.9642157755,0.1098,0.0810,0.0774,-,-,-,-
,,16,17 Sep 2014,0.1133,0.9642187686,0.1111,0.0818,0.0778,-,-,-,-
,,17,18 Sep 2014,0.0661,0.9642205147,0.1108,0.0821,0.0778,-,-,-,-
,,18,19 Sep 2014,0.0527,0.9642219069,0.1101,0.0821,0.0777,-,-,-,-
,,19,22 Sep 2014,0.0740,0.9642277715,0.1086,0.0814,0.0780,-,-,-,-
,,22,23 Sep 2014,0.0599,0.9642293539,0.1053,0.0809,0.0781,-,-,-,-
,,23,24 Sep 2014,0.0625,0.9642310050,0.1021,0.0804,0.0781,-,-,-,-
,,24,25 Sep 2014,0.0842,0.9642332293,0.0995,0.0801,0.0782,-,-,-,-
,,25,26 Sep 2014,0.0880,0.9642355540,0.0997,0.0793,0.0783,-,-,-,-
,,26,29 Sep 2014,0.1372,0.9642464274,0.0995,0.0812,0.0785,-,-,-,-
,,29,30 Sep 2014,0.0615,0.9642480521,0.0957,0.0810,0.0778,-,-,-,-
,,30,01 Oct 2014,0.0751,0.9642500361,0.0897,0.0811,0.0765,-,-,-,-
,Oct,01,02 Oct 2014,0.0803,0.9642521574,0.0860,0.0813,0.0765,-,-,-,-
,,02,03 Oct 2014,0.0718,0.9642540542,0.0835,0.0816,0.0765,-,-,-,-
,,03,07 Oct 2014,0.0803,0.9642625397,0.0814,0.0836,0.0773,-,-,-,-
,,07,08 Oct 2014,0.0496,0.9642638500,0.0808,0.0837,0.0774,-,-,-,-
,,08,09 Oct 2014,0.0523,0.9642652317,0.0803,0.0839,0.0775,-,-,-,-
,,09,10 Oct 2014,0.0476,0.9642664892,0.0799,0.0842,0.0777,-,-,-,-
,,10,13 Oct 2014,0.0571,0.9642710147,0.0789,0.0847,0.0778,-,-,-,-
,,13,14 Oct 2014,0.0674,0.9642727953,0.0781,0.0850,0.0779,-,-,-,-
,,14,15 Oct 2014,0.0813,0.9642749431,0.0777,0.0854,0.0781,-,-,-,-
,,15,16 Oct 2014,0.1109,0.9642778729,0.0784,0.0860,0.0784,-,-,-,-
,,16,17 Oct 2014,0.0670,0.9642796429,0.0768,0.0857,0.0784,-,-,-,-
,,17,20 Oct 2014,0.0749,0.9642855792,0.0779,0.0839,0.0785,-,-,-,-
,,20,21 Oct 2014,0.0604,0.9642871749,0.0774,0.0830,0.0785,-,-,-,-
,,21,23 Oct 2014,0.0754,0.9642911588,0.0780,0.0830,0.0785,-,-,-,-
,,23,24 Oct 2014,0.0560,0.9642926383,0.0778,0.0833,0.0784,-,-,-,-
,,24,27 Oct 2014,0.0913,0.9642998745,0.0766,0.0844,0.0787,-,-,-,-
,,27,28 Oct 2014,0.0673,0.9643016525,0.0743,0.0845,0.0787,-,-,-,-
,,28,29 Oct 2014,0.0831,0.9643038479,0.0725,0.0847,0.0787,-,-,-,-
,,29,30 Oct 2014,0.0952,0.9643063630,0.0736,0.0853,0.0787,-,-,-,-
,,30,31 Oct 2014,0.0739,0.9643083154,0.0736,0.0855,0.0787,-,-,-,-
,,31,03 Nov 2014,0.1170,0.9643175886,0.0776,0.0868,0.0782,-,-,-,-
,Nov,03,04 Nov 2014,0.2229,0.9643234776,0.0822,0.0884,0.0788,-,-,-,-
,,04,05 Nov 2014,0.1612,0.9643277364,0.0848,0.0896,0.0791,-,-,-,-
,,05,06 Nov 2014,0.1619,0.9643320138,0.0874,0.0910,0.0796,-,-,-,-
,,06,07 Nov 2014,0.2298,0.9643380852,0.0922,0.0930,0.0804,-,-,-,-
,,07,10 Nov 2014,0.1369,0.9643489359,0.1007,0.0957,0.0813,-,-,-,-
,,10,11 Nov 2014,0.1011,0.9643516071,0.1021,0.0961,0.0815,-,-,-,-
,,11,12 Nov 2014,0.1126,0.9643545820,0.1039,0.0968,0.0817,-,-,-,-
,,12,13 Nov 2014,0.0723,0.9643564922,0.1044,0.0969,0.0815,-,-,-,-
,,13,14 Nov 2014,0.0605,0.9643580907,0.1041,0.0970,0.0812,-,-,-,-
,,14,17 Nov 2014,0.0777,0.9643642494,0.1033,0.0973,0.0813,-,-,-,-
,,17,18 Nov 2014,0.0907,0.9643666457,0.1038,0.0975,0.0814,-,-,-,-
,,18,19 Nov 2014,0.0888,0.9643689919,0.1043,0.0976,0.0816,-,-,-,-
,,19,20 Nov 2014,0.1130,0.9643719775,0.1055,0.0981,0.0819,-,-,-,-
,,20,21 Nov 2014,0.1155,0.9643750292,0.1073,0.0983,0.0823,-,-,-,-
,,21,24 Nov 2014,0.1266,0.9643850639,0.1129,0.0978,0.0831,-,-,-,-
,,24,25 Nov 2014,0.1308,0.9643885199,0.1141,0.0974,0.0835,-,-,-,-
,,25,26 Nov 2014,0.1562,0.9643926469,0.1162,0.0982,0.0840,-,-,-,-
,,26,27 Nov 2014,0.0965,0.9643951966,0.1164,0.0980,0.0843,-,-,-,-
,,27,28 Nov 2014,0.1184,0.9643983250,0.1180,0.0981,0.0846,-,-,-,-
,,28,01 Dec 2014,0.2011,0.9644142653,0.1298,0.0979,0.0854,-,-,-,-
,Dec,01,02 Dec 2014,0.1018,0.9644169551,0.1293,0.0969,0.0851,-,-,-,-
,,02,03 Dec 2014,0.0861,0.9644192300,0.1282,0.0962,0.0852,-,-,-,-
,,03,04 Dec 2014,0.1126,0.9644222052,0.1246,0.0963,0.0855,-,-,-,-
,,04,05 Dec 2014,0.1038,0.9644249479,0.1226,0.0959,0.0859,-,-,-,-
,,05,08 Dec 2014,0.1161,0.9644341509,0.1166,0.0975,0.0873,-,-,-,-
,,08,09 Dec 2014,0.1747,0.9644387669,0.1179,0.0987,0.0881,-,-,-,-
,,09,10 Dec 2014,0.1624,0.9644430580,0.1187,0.0998,0.0888,-,-,-,-
,,10,11 Dec 2014,0.1198,0.9644462235,0.1194,0.1005,0.0893,-,-,-,-
,,11,12 Dec 2014,0.0650,0.9644479410,0.1178,0.1006,0.0895,-,-,-,-
,,12,15 Dec 2014,0.0666,0.9644532204,0.1174,0.0998,0.0900,-,-,-,-
,,15,16 Dec 2014,0.0789,0.9644553052,0.1175,0.0996,0.0903,-,-,-,-
,,16,17 Dec 2014,0.0881,0.9644576331,0.1178,0.0994,0.0905,-,-,-,-
,,17,18 Dec 2014,0.0889,0.9644599821,0.1178,0.0996,0.0908,-,-,-,-
,,18,19 Dec 2014,0.2039,0.9644653699,0.1216,0.1013,0.0917,-,-,-,-
,,19,22 Dec 2014,0.3186,0.9644906257,0.1416,0.1093,0.0953,-,-,-,-
,,22,23 Dec 2014,0.2258,0.9644965923,0.1449,0.1112,0.0959,-,-,-,-
,,23,24 Dec 2014,0.1706,0.9645011003,0.1464,0.1124,0.0963,-,-,-,-
,,24,26 Dec 2014,0.0503,0.9645037587,0.1402,0.1116,0.0954,-,-,-,-
,,26,29 Dec 2014,0.1268,0.9645138106,0.1390,0.1112,0.0961,-,-,-,-
,,29,30 Dec 2014,0.2327,0.9645199597,0.1400,0.1131,0.0970,-,-,-,-
,,30,31 Dec 2014,0.2535,0.9645266585,0.1437,0.1146,0.0978,-,-,-,-
,,31,02 Jan 2015,0.2484,0.9645397867,0.1500,0.1183,0.0999,-,-,-,-


SORA Value Date,,,SORA Publication Date,SORA,SORA Index,Compound SORA - 1 month,Compound SORA - 3 month,Compound SORA - 6 month,Aggregate Volume of SORA Transactions (S$ MILLIONS),Highest Transacted Rate,Lowest Transacted Rate,SORA Calculation Method
2015,Jan,02,05 Jan 2015,0.1730,0.9645535016,0.1569,0.1215,0.1021,-,-,-,-
,,05,06 Jan 2015,0.3020,0.9645614823,0.1629,0.1239,0.1035,-,-,-,-
,,06,07 Jan 2015,0.1871,0.9645664267,0.1652,0.1250,0.1043,-,-,-,-
,,07,08 Jan 2015,0.1043,0.9645691830,0.1649,0.1256,0.1047,-,-,-,-
,,08,09 Jan 2015,0.0778,0.9645712390,0.1617,0.1259,0.1049,-,-,-,-
,,09,12 Jan 2015,0.1350,0.9645819417,0.1636,0.1285,0.1066,-,-,-,-
,,12,13 Jan 2015,0.1423,0.9645857023,0.1660,0.1295,0.1071,-,-,-,-
,,13,14 Jan 2015,0.1106,0.9645886251,0.1675,0.1299,0.1075,-,-,-,-
,,14,15 Jan 2015,0.0867,0.9645909163,0.1681,0.1300,0.1077,-,-,-,-
,,15,16 Jan 2015,0.1014,0.9645935960,0.1688,0.1299,0.1080,-,-,-,-
,,16,19 Jan 2015,0.0488,0.9645974650,0.1613,0.1291,0.1069,-,-,-,-
,,19,20 Jan 2015,0.0496,0.9645987758,0.1526,0.1289,0.1064,-,-,-,-
,,20,21 Jan 2015,0.0696,0.9646006151,0.1446,0.1290,0.1060,-,-,-,-
,,21,22 Jan 2015,0.0487,0.9646019021,0.1358,0.1287,0.1056,-,-,-,-
,,22,23 Jan 2015,0.0655,0.9646036331,0.1307,0.1286,0.1058,-,-,-,-
,,23,26 Jan 2015,0.0730,0.9646094208,0.1290,0.1283,0.1062,-,-,-,-
,,26,27 Jan 2015,0.0951,0.9646119340,0.1280,0.1284,0.1064,-,-,-,-
,,27,28 Jan 2015,0.1393,0.9646156154,0.1284,0.1292,0.1068,-,-,-,-
,,28,29 Jan 2015,0.3499,0.9646248625,0.1356,0.1321,0.1084,-,-,-,-
,,29,30 Jan 2015,0.2774,0.9646321937,0.1370,0.1341,0.1097,-,-,-,-
,,30,02 Feb 2015,0.3866,0.9646628452,0.1502,0.1433,0.1148,-,-,-,-
,Feb,02,03 Feb 2015,0.2590,0.9646696903,0.1530,0.1449,0.1158,-,-,-,-
,,03,04 Feb 2015,0.1517,0.9646736997,0.1523,0.1441,0.1162,-,-,-,-
,,04,05 Feb 2015,0.1278,0.9646770773,0.1508,0.1437,0.1167,-,-,-,-
,,05,06 Feb 2015,0.2307,0.9646831746,0.1485,0.1445,0.1178,-,-,-,-
,,06,09 Feb 2015,0.1930,0.9646984774,0.1553,0.1453,0.1201,-,-,-,-
,,09,10 Feb 2015,0.3004,0.9647064170,0.1607,0.1471,0.1214,-,-,-,-
,,10,11 Feb 2015,0.2927,0.9647141532,0.1657,0.1492,0.1226,-,-,-,-
,,11,12 Feb 2015,0.2541,0.9647208691,0.1696,0.1507,0.1238,-,-,-,-
,,12,13 Feb 2015,0.2587,0.9647277068,0.1733,0.1527,0.1248,-,-,-,-
,,13,16 Feb 2015,0.2150,0.9647447547,0.1845,0.1574,0.1273,-,-,-,-
,,16,17 Feb 2015,0.1832,0.9647495969,0.1888,0.1585,0.1279,-,-,-,-
,,17,18 Feb 2015,0.2848,0.9647571246,0.1965,0.1606,0.1291,-,-,-,-
,,18,23 Feb 2015,0.4929,0.9648222655,0.2669,0.1812,0.1397,-,-,-,-
,,23,24 Feb 2015,0.4635,0.9648345175,0.2795,0.1849,0.1414,-,-,-,-
,,24,25 Feb 2015,0.4307,0.9648459025,0.2910,0.1882,0.1428,-,-,-,-
,,25,26 Feb 2015,0.2796,0.9648532935,0.2977,0.1895,0.1439,-,-,-,-
,,26,27 Feb 2015,0.2797,0.9648606872,0.3036,0.1915,0.1448,-,-,-,-
,,27,02 Mar 2015,0.3447,0.9648880231,0.3043,0.1981,0.1472,-,-,-,-
,Mar,02,03 Mar 2015,0.4297,0.9648993824,0.3104,0.2019,0.1488,-,-,-,-
,,03,04 Mar 2015,0.3540,0.9649087406,0.3176,0.2046,0.1502,-,-,-,-
,,04,05 Mar 2015,0.2646,0.9649157355,0.3225,0.2064,0.1509,-,-,-,-
,,05,06 Mar 2015,0.1165,0.9649188153,0.3184,0.2064,0.1511,-,-,-,-
,,06,09 Mar 2015,0.1569,0.9649312588,0.3146,0.2071,0.1526,-,-,-,-
,,09,10 Mar 2015,0.1995,0.9649365329,0.3109,0.2075,0.1534,-,-,-,-
,,10,11 Mar 2015,0.1676,0.9649409637,0.3065,0.2080,0.1540,-,-,-,-
,,11,12 Mar 2015,0.1838,0.9649458227,0.3040,0.2094,0.1547,-,-,-,-
,,12,13 Mar 2015,0.1191,0.9649489714,0.2990,0.2099,0.1549,-,-,-,-
,,13,16 Mar 2015,0.1013,0.9649570055,0.2868,0.2110,0.1550,-,-,-,-
,,16,17 Mar 2015,0.1177,0.9649601172,0.2845,0.2113,0.1550,-,-,-,-
,,17,18 Mar 2015,0.1845,0.9649649949,0.2809,0.2124,0.1557,-,-,-,-
,,18,19 Mar 2015,0.3618,0.9649745599,0.2762,0.2141,0.1574,-,-,-,-
,,19,20 Mar 2015,0.4119,0.9649854496,0.2733,0.2152,0.1593,-,-,-,-
,,20,23 Mar 2015,0.6044,0.9650333869,0.2852,0.2257,0.1682,-,-,-,-
,,23,24 Mar 2015,0.5587,0.9650481585,0.2886,0.2300,0.1709,-,-,-,-
,,24,25 Mar 2015,0.1859,0.9650530737,0.2799,0.2315,0.1715,-,-,-,-
,,25,26 Mar 2015,0.1207,0.9650562649,0.2742,0.2323,0.1716,-,-,-,-
,,26,27 Mar 2015,0.1948,0.9650614154,0.2712,0.2331,0.1720,-,-,-,-
,,27,30 Mar 2015,0.1813,0.9650757962,0.2598,0.2337,0.1731,-,-,-,-
,,30,31 Mar 2015,0.1460,0.9650796565,0.2561,0.2325,0.1730,-,-,-,-
,,31,01 Apr 2015,0.3023,0.9650876495,0.2547,0.2331,0.1742,-,-,-,-
,Apr,01,02 Apr 2015,0.2213,0.9650935008,0.2507,0.2328,0.1750,-,-,-,-
,,02,06 Apr 2015,0.2512,0.9651200686,0.2456,0.2349,0.1788,-,-,-,-
,,06,07 Apr 2015,0.4473,0.9651318960,0.2549,0.2378,0.1808,-,-,-,-
,,07,08 Apr 2015,0.4897,0.9651448446,0.2657,0.2420,0.1832,-,-,-,-
,,08,09 Apr 2015,0.3874,0.9651550884,0.2731,0.2455,0.1851,-,-,-,-
,,09,10 Apr 2015,0.3216,0.9651635923,0.2771,0.2476,0.1866,-,-,-,-
